"dhlabid","urn","title","city","timestamp","year","conc","date","samesaken","Alta.samfunnet.er.i.mot.utbygging","protestbevegelse","at.et.møte.blir.arrangert","tv.program","produksjon.av.film","partipolitikk","kommunestyret","domstoler","regjeringen","myndigheter","demonstranter","politiet","saksbehandling.og.juridiske.prosesser","bygging.av.vei.og.anleggsvirksomhet","undersøkelser.og.utredning","arrestasjoner.og.bruk.av.tvangsmidler","økonomisk.og.næringsmessig.nytte","må.ha.kraft.og.strøm","konflikt.mellom.samer.og.nordmenn","rettigheter.til.land.og.ressurser","natur.og.miljø","vern.av.vassdrag","trussel.mot.samisk.kultur.og.næring","trussel.mot.laksefiske","Alta.kautokeinovassdraget.bør.bygges.ut","samiske.særrettigheter","utsatt.og.usikkerhet","unødvendig","splittelse.og.uenighet","vanskelig.å.snakke.om","urettferdig","opprivende","forsoning","samhold.og.enighet","handlekraft.og.beslutninger","tydelig.og.bestemtrettsak","leiren.i.Stilla","sultestreik","politiaksjonen","stortingets.vedtak","opprettelsen.av.Sametinget","Finnmarksloven","udemokratiske.protester","sivil.ulydighet","demonstrantene.opptrer.dårlig","ikke.voldelige","mediedekning","historisk.betydning","kunst.og.kultur","husker.eller.minnes","feilinformasjon","Konstruktiv.sivil.ulydighet","Manglende.utredning.om.konsekvenser","skeptisk.kraftprognose.motstand","meningsløs.kraftutbygging","Skeptisk.til.ulydighet","lov.og.orden","overdrevet.maktbruk.av.myndigheter.og.politi","fredelige.demonstranter","tydelig.og.bestemt","rettsak","arbeiderpartiet","gasskraftverk","neddemming.av.Masi","Kraftlinjer"
NA,"URN:NBN:no-nb_digavis_varden_null_null_20221112_147_264_1","varden","Skien","20221112","2022","Niillas Somby ble Norges mest etter- søkte terrorist etter Alta-aksjonen. 23.00 Kveldsnytt 23.20 Vingårdens ville dyreliv (r) Sveit. dokumentar",2022-11-12,0.39,0.46,0.61,0.66,0.57,0.47,0.22,0.32,0.36,0.17,0.21,0.3,0.14,0.84,0.32,0.65,0.84,0.69,0.22,0.29,0.8,0.82,0.31,0.78,0.07,0.2,0.64,0.77,0.64,0.65,0.72,0.75,0.79,0.11,0.15,0.72,0.62,0.26,0.18,0.11,0.27,0.18,0.17,0.55,0.69,0.42,0.43,0.69,0.59,0.63,0.84,0.8,0.28,0.68,0.3,0.23,0.47,0.13,0.73,0.1,0.48,0.35,0.21,0.12,0.16,0.15
NA,"URN:NBN:no-nb_digavis_akershusamtstidende_null_null_20221111_148_132_1","akershusamtstidende","Drøbak","20221111","2022","Niillas Somby ble Norges mest etter- søkte terrorist etter Alta-aksjonen. 23.00 Kveldsnytt 23.20 Vingårdens ville dyreliv (r) Sveit. dokumentar",2022-11-11,0.39,0.46,0.61,0.66,0.57,0.47,0.22,0.32,0.36,0.17,0.21,0.3,0.14,0.84,0.32,0.65,0.84,0.69,0.22,0.29,0.8,0.82,0.31,0.78,0.07,0.2,0.64,0.77,0.64,0.65,0.72,0.75,0.79,0.11,0.15,0.72,0.62,0.26,0.18,0.11,0.27,0.18,0.17,0.55,0.69,0.42,0.43,0.69,0.59,0.63,0.84,0.8,0.28,0.68,0.3,0.23,0.47,0.13,0.73,0.1,0.48,0.35,0.21,0.12,0.16,0.15
NA,"URN:NBN:no-nb_digavis_bergensavisen_null_null_20221112_0_307_1","bergensavisen","Bergen","20221112","2022","Niillas Somby ble Norges mest etter- søkte terrorist etter Alta-aksjonen. 23.00 Kveldsnytt 23.20 Vingårdens ville dyreliv (r) Sveit. dokumentar",2022-11-12,0.39,0.46,0.61,0.66,0.57,0.47,0.22,0.32,0.36,0.17,0.21,0.3,0.14,0.84,0.32,0.65,0.84,0.69,0.22,0.29,0.8,0.82,0.31,0.78,0.07,0.2,0.64,0.77,0.64,0.65,0.72,0.75,0.79,0.11,0.15,0.72,0.62,0.26,0.18,0.11,0.27,0.18,0.17,0.55,0.69,0.42,0.43,0.69,0.59,0.63,0.84,0.8,0.28,0.68,0.3,0.23,0.47,0.13,0.73,0.1,0.48,0.35,0.21,0.12,0.16,0.15
NA,"URN:NBN:no-nb_digavis_ranablad_null_null_20221111_120_175_1","ranablad","Mo i Rana","20221111","2022","Niillas Somby ble Norges mest etter- søkte terrorist etter Alta-aksjonen. 23.00 Kveldsnytt 23.20 Vingårdens ville dyreliv (r) Sveit. dokumentar",2022-11-11,0.39,0.46,0.61,0.66,0.57,0.47,0.22,0.32,0.36,0.17,0.21,0.3,0.14,0.84,0.32,0.65,0.84,0.69,0.22,0.29,0.8,0.82,0.31,0.78,0.07,0.2,0.64,0.77,0.64,0.65,0.72,0.75,0.79,0.11,0.15,0.72,0.62,0.26,0.18,0.11,0.27,0.18,0.17,0.55,0.69,0.42,0.43,0.69,0.59,0.63,0.84,0.8,0.28,0.68,0.3,0.23,0.47,0.13,0.73,0.1,0.48,0.35,0.21,0.12,0.16,0.15
NA,"URN:NBN:no-nb_digavis_agderposten_null_null_20221112_149_264_1","agderposten","Arendal","20221112","2022","Niillas Somby ble Norges mest etter- søkte terrorist etter Alta-aksjonen. 23.00 Kveldsnytt 23.20 Vingårdens ville dyreliv (r) Sveit. dokumentar",2022-11-12,0.39,0.46,0.61,0.66,0.57,0.47,0.22,0.32,0.36,0.17,0.21,0.3,0.14,0.84,0.32,0.65,0.84,0.69,0.22,0.29,0.8,0.82,0.31,0.78,0.07,0.2,0.64,0.77,0.64,0.65,0.72,0.75,0.79,0.11,0.15,0.72,0.62,0.26,0.18,0.11,0.27,0.18,0.17,0.55,0.69,0.42,0.43,0.69,0.59,0.63,0.84,0.8,0.28,0.68,0.3,0.23,0.47,0.13,0.73,0.1,0.48,0.35,0.21,0.12,0.16,0.15
NA,"URN:NBN:no-nb_digavis_helgelendingen_null_null_20221111_92_175_1","helgelendingen","Mosjøen","20221111","2022","Niillas Somby ble Norges mest etter- søkte terrorist etter Alta-aksjonen. 23.00 Kveldsnytt 23.20 Vingårdens ville dyreliv (r) Sveit. dokumentar",2022-11-11,0.39,0.46,0.61,0.66,0.57,0.47,0.22,0.32,0.36,0.17,0.21,0.3,0.14,0.84,0.32,0.65,0.84,0.69,0.22,0.29,0.8,0.82,0.31,0.78,0.07,0.2,0.64,0.77,0.64,0.65,0.72,0.75,0.79,0.11,0.15,0.72,0.62,0.26,0.18,0.11,0.27,0.18,0.17,0.55,0.69,0.42,0.43,0.69,0.59,0.63,0.84,0.8,0.28,0.68,0.3,0.23,0.47,0.13,0.73,0.1,0.48,0.35,0.21,0.12,0.16,0.15
NA,"URN:NBN:no-nb_digavis_akersavisgroruddalen_null_null_20221111_95_88_1","akersavisgroruddalen","Oslo","20221111","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. . 22.35 Katedralbyggerne (r) Norsk dokumentar fra 2019.",2022-11-11,0.51,0.5,0.66,0.64,0.49,0.57,0.22,0.29,0.28,0.22,0.33,0.39,0.15,0.66,0.27,0.66,0.82,0.59,0.26,0.5,0.52,0.15,0.37,0.79,0.19,0.23,0.71,0.83,0.47,0.65,0.65,0.59,0.8,0.21,0.28,0.79,0.56,0.56,0.23,0.19,0.39,0.59,0.27,0.51,0.7,0.36,0.44,0.55,0.66,0.84,0.82,0.64,0.34,0.57,0.42,0.4,0.51,0.15,0.6,0.12,0.46,0.48,0.39,0.14,0.3,0.13
NA,"URN:NBN:no-nb_digavis_haldenarbeiderblad_null_null_20221116_93_177_1","haldenarbeiderblad",NA,"20221116","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 02.40 Watergate (r) Det går mot riksrett. Etter en",2022-11-16,0.66,0.66,0.61,0.64,0.62,0.47,0.71,0.35,0.88,0.87,0.84,0.59,0.3,0.95,0.47,0.7,0.92,0.52,0.51,0.7,0.68,0.27,0.33,0.78,0.33,0.38,0.71,0.84,0.55,0.75,0.78,0.75,0.86,0.05,0.08,0.61,0.59,0.7,0.23,0.22,0.82,0.33,0.5,0.55,0.53,0.55,0.44,0.66,0.66,0.28,0.81,0.67,0.19,0.72,0.46,0.57,0.53,0.59,0.83,0.11,0.27,0.87,0.64,0.19,0.48,0.18
NA,"URN:NBN:no-nb_digavis_sarpsborgarbeiderblad_null_null_20221115_93_133_1","sarpsborgarbeiderblad","Sarpsborg","20221115","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 02.40 Watergate (r) Det går mot riksrett. Etter en",2022-11-15,0.66,0.66,0.61,0.64,0.62,0.47,0.71,0.35,0.88,0.87,0.84,0.59,0.3,0.95,0.47,0.7,0.92,0.52,0.51,0.7,0.68,0.27,0.33,0.78,0.33,0.38,0.71,0.84,0.55,0.75,0.78,0.75,0.86,0.05,0.08,0.61,0.59,0.7,0.23,0.22,0.82,0.33,0.5,0.55,0.53,0.55,0.44,0.66,0.66,0.28,0.81,0.67,0.19,0.72,0.46,0.57,0.53,0.59,0.83,0.11,0.27,0.87,0.64,0.19,0.48,0.18
NA,"URN:NBN:no-nb_digavis_bygdeposten_null_null_20221115_68_133_1","bygdeposten","Vikersund","20221115","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 02.40 Watergate (r) Det går mot riksrett. Etter en",2022-11-15,0.66,0.66,0.61,0.64,0.62,0.47,0.71,0.35,0.88,0.87,0.84,0.59,0.3,0.95,0.47,0.7,0.92,0.52,0.51,0.7,0.68,0.27,0.33,0.78,0.33,0.38,0.71,0.84,0.55,0.75,0.78,0.75,0.86,0.05,0.08,0.61,0.59,0.7,0.23,0.22,0.82,0.33,0.5,0.55,0.53,0.55,0.44,0.66,0.66,0.28,0.81,0.67,0.19,0.72,0.46,0.57,0.53,0.59,0.83,0.11,0.27,0.87,0.64,0.19,0.48,0.18
NA,"URN:NBN:no-nb_digavis_opplandarbeiderblad_null_null_20221115_99_266_1","opplandarbeiderblad","Gjøvik","20221115","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 02.40 Watergate (r) Det går mot riksrett. Etter en",2022-11-15,0.66,0.66,0.61,0.64,0.62,0.47,0.71,0.35,0.88,0.87,0.84,0.59,0.3,0.95,0.47,0.7,0.92,0.52,0.51,0.7,0.68,0.27,0.33,0.78,0.33,0.38,0.71,0.84,0.55,0.75,0.78,0.75,0.86,0.05,0.08,0.61,0.59,0.7,0.23,0.22,0.82,0.33,0.5,0.55,0.53,0.55,0.44,0.66,0.66,0.28,0.81,0.67,0.19,0.72,0.46,0.57,0.53,0.59,0.83,0.11,0.27,0.87,0.64,0.19,0.48,0.18
NA,"URN:NBN:no-nb_digavis_akershusamtstidende_null_null_20221116_148_134_1","akershusamtstidende","Drøbak","20221116","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 02.40 Watergate (r) Det går mot riksrett. Etter en",2022-11-16,0.66,0.66,0.61,0.64,0.62,0.47,0.71,0.35,0.88,0.87,0.84,0.59,0.3,0.95,0.47,0.7,0.92,0.52,0.51,0.7,0.68,0.27,0.33,0.78,0.33,0.38,0.71,0.84,0.55,0.75,0.78,0.75,0.86,0.05,0.08,0.61,0.59,0.7,0.23,0.22,0.82,0.33,0.5,0.55,0.53,0.55,0.44,0.66,0.66,0.28,0.81,0.67,0.19,0.72,0.46,0.57,0.53,0.59,0.83,0.11,0.27,0.87,0.64,0.19,0.48,0.18
NA,"URN:NBN:no-nb_digavis_opplandarbeiderblad_null_null_20221116_99_267_1","opplandarbeiderblad","Gjøvik","20221116","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 02.40 Watergate (r) Det går mot riksrett. Etter en",2022-11-16,0.66,0.66,0.61,0.64,0.62,0.47,0.71,0.35,0.88,0.87,0.84,0.59,0.3,0.95,0.47,0.7,0.92,0.52,0.51,0.7,0.68,0.27,0.33,0.78,0.33,0.38,0.71,0.84,0.55,0.75,0.78,0.75,0.86,0.05,0.08,0.61,0.59,0.7,0.23,0.22,0.82,0.33,0.5,0.55,0.53,0.55,0.44,0.66,0.66,0.28,0.81,0.67,0.19,0.72,0.46,0.57,0.53,0.59,0.83,0.11,0.27,0.87,0.64,0.19,0.48,0.18
NA,"URN:NBN:no-nb_digavis_ringsakerblad_null_null_20221115_87_133_1","ringsakerblad","Brumunddal","20221115","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 02.40 Watergate (r) Det går mot riksrett. Etter en",2022-11-15,0.66,0.66,0.61,0.64,0.62,0.47,0.71,0.35,0.88,0.87,0.84,0.59,0.3,0.95,0.47,0.7,0.92,0.52,0.51,0.7,0.68,0.27,0.33,0.78,0.33,0.38,0.71,0.84,0.55,0.75,0.78,0.75,0.86,0.05,0.08,0.61,0.59,0.7,0.23,0.22,0.82,0.33,0.5,0.55,0.53,0.55,0.44,0.66,0.66,0.28,0.81,0.67,0.19,0.72,0.46,0.57,0.53,0.59,0.83,0.11,0.27,0.87,0.64,0.19,0.48,0.18
NA,"URN:NBN:no-nb_digavis_ranablad_null_null_20221116_120_177_1","ranablad","Mo i Rana","20221116","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 02.40 Watergate (r) Det går mot riksrett. Etter en",2022-11-16,0.66,0.66,0.61,0.64,0.62,0.47,0.71,0.35,0.88,0.87,0.84,0.59,0.3,0.95,0.47,0.7,0.92,0.52,0.51,0.7,0.68,0.27,0.33,0.78,0.33,0.38,0.71,0.84,0.55,0.75,0.78,0.75,0.86,0.05,0.08,0.61,0.59,0.7,0.23,0.22,0.82,0.33,0.5,0.55,0.53,0.55,0.44,0.66,0.66,0.28,0.81,0.67,0.19,0.72,0.46,0.57,0.53,0.59,0.83,0.11,0.27,0.87,0.64,0.19,0.48,0.18
NA,"URN:NBN:no-nb_digavis_telemarksavisa_null_null_20221116_100_267_1","telemarksavisa","Skien","20221116","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 02.40 Watergate (r) Det går mot riksrett. Etter en",2022-11-16,0.66,0.66,0.61,0.64,0.62,0.47,0.71,0.35,0.88,0.87,0.84,0.59,0.3,0.95,0.47,0.7,0.92,0.52,0.51,0.7,0.68,0.27,0.33,0.78,0.33,0.38,0.71,0.84,0.55,0.75,0.78,0.75,0.86,0.05,0.08,0.61,0.59,0.7,0.23,0.22,0.82,0.33,0.5,0.55,0.53,0.55,0.44,0.66,0.66,0.28,0.81,0.67,0.19,0.72,0.46,0.57,0.53,0.59,0.83,0.11,0.27,0.87,0.64,0.19,0.48,0.18
NA,"URN:NBN:no-nb_digavis_hamararbeiderblad_null_null_20221116_97_267_1","hamararbeiderblad","Hamar","20221116","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 02.40 Watergate (r) Det går mot riksrett. Etter en",2022-11-16,0.66,0.66,0.61,0.64,0.62,0.47,0.71,0.35,0.88,0.87,0.84,0.59,0.3,0.95,0.47,0.7,0.92,0.52,0.51,0.7,0.68,0.27,0.33,0.78,0.33,0.38,0.71,0.84,0.55,0.75,0.78,0.75,0.86,0.05,0.08,0.61,0.59,0.7,0.23,0.22,0.82,0.33,0.5,0.55,0.53,0.55,0.44,0.66,0.66,0.28,0.81,0.67,0.19,0.72,0.46,0.57,0.53,0.59,0.83,0.11,0.27,0.87,0.64,0.19,0.48,0.18
NA,"URN:NBN:no-nb_digavis_verdensgang_null_null_20221111_0_306_1","verdensgang","Oslo","20221111","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22:35 Katedralbyggerne (r) På 1800-tallet var Nidarosdomen i ruiner",2022-11-11,0.45,0.36,0.67,0.62,0.27,0.28,0.2,0.19,0.25,0.18,0.27,0.25,0.1,0.71,0.07,0.68,0.8,0.55,0.11,0.49,0.51,0.1,0.18,0.66,0.07,0.12,0.68,0.78,0.28,0.7,0.52,0.48,0.74,0.15,0.17,0.73,0.42,0.24,0.15,0.08,0.23,0.23,0.14,0.32,0.54,0.31,0.42,0.38,0.71,0.86,0.76,0.43,0.37,0.61,0.25,0.22,0.44,0.14,0.47,0.04,0.31,0.42,0.19,0.07,0.11,0.07
NA,"URN:NBN:no-nb_digavis_totensblad_null_null_20221109_95_41_1","totensblad","Toten","20221109","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22:35 Katedralbyggerne 23:00 Kveldsnytt 23:20 Vingårdens ville dyreliv",2022-11-09,0.58,0.56,0.72,0.67,0.67,0.44,0.33,0.33,0.34,0.23,0.32,0.56,0.2,0.71,0.27,0.67,0.91,0.6,0.23,0.5,0.76,0.9,0.31,0.84,0.11,0.2,0.66,0.84,0.36,0.71,0.63,0.65,0.77,0.19,0.2,0.75,0.55,0.5,0.27,0.2,0.31,0.3,0.24,0.64,0.69,0.47,0.57,0.6,0.64,0.83,0.78,0.69,0.3,0.7,0.43,0.38,0.53,0.14,0.72,0.1,0.47,0.47,0.24,0.16,0.23,0.18
NA,"URN:NBN:no-nb_digavis_sorvarangeravis_null_null_20221111_72_89_1","sorvarangeravis","Kirkenes","20221111","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22:35 Katedralbyggerne 23:00 Kveldsnytt 23:20 Vingårdens ville dyreliv",2022-11-11,0.58,0.56,0.72,0.67,0.67,0.44,0.33,0.33,0.34,0.23,0.32,0.56,0.2,0.71,0.27,0.67,0.91,0.6,0.23,0.5,0.76,0.9,0.31,0.84,0.11,0.2,0.66,0.84,0.36,0.71,0.63,0.65,0.77,0.19,0.2,0.75,0.55,0.5,0.27,0.2,0.31,0.3,0.24,0.64,0.69,0.47,0.57,0.6,0.64,0.83,0.78,0.69,0.3,0.7,0.43,0.38,0.53,0.14,0.72,0.1,0.47,0.47,0.24,0.16,0.23,0.18
NA,"URN:NBN:no-nb_digavis_gjoviksblad_null_null_20221109_21_41_1","gjoviksblad",NA,"20221109","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22:35 Katedralbyggerne 23:00 Kveldsnytt 23:20 Vingårdens ville dyreliv",2022-11-09,0.58,0.56,0.72,0.67,0.67,0.44,0.33,0.33,0.34,0.23,0.32,0.56,0.2,0.71,0.27,0.67,0.91,0.6,0.23,0.5,0.76,0.9,0.31,0.84,0.11,0.2,0.66,0.84,0.36,0.71,0.63,0.65,0.77,0.19,0.2,0.75,0.55,0.5,0.27,0.2,0.31,0.3,0.24,0.64,0.69,0.47,0.57,0.6,0.64,0.83,0.78,0.69,0.3,0.7,0.43,0.38,0.53,0.14,0.72,0.1,0.47,0.47,0.24,0.16,0.23,0.18
NA,"URN:NBN:no-nb_digavis_harstadtidende_null_null_20221112_136_264_1","harstadtidende","Harstad","20221112","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22:40 Bergmans demoner 23:00 Kveldsnytt 23:20 Vingårdens ville",2022-11-12,0.63,0.6,0.74,0.68,0.72,0.56,0.39,0.53,0.39,0.29,0.4,0.62,0.23,0.74,0.59,0.72,0.91,0.63,0.42,0.63,0.82,0.58,0.35,0.83,0.11,0.27,0.7,0.85,0.58,0.75,0.74,0.73,0.81,0.13,0.16,0.65,0.52,0.5,0.26,0.19,0.47,0.24,0.31,0.64,0.71,0.55,0.47,0.63,0.55,0.6,0.8,0.75,0.26,0.73,0.49,0.51,0.53,0.15,0.7,0.1,0.43,0.53,0.36,0.24,0.31,0.3
NA,"URN:NBN:no-nb_digavis_rogalandsavis_null_null_20221112_120_264_1","rogalandsavis","Stavanger","20221112","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22:40 Bergmans demoner 23:00 Kveldsnytt 23:20 Vingårdens ville",2022-11-12,0.63,0.6,0.74,0.68,0.72,0.56,0.39,0.53,0.39,0.29,0.4,0.62,0.23,0.74,0.59,0.72,0.91,0.63,0.42,0.63,0.82,0.58,0.35,0.83,0.11,0.27,0.7,0.85,0.58,0.75,0.74,0.73,0.81,0.13,0.16,0.65,0.52,0.5,0.26,0.19,0.47,0.24,0.31,0.64,0.71,0.55,0.47,0.63,0.55,0.6,0.8,0.75,0.26,0.73,0.49,0.51,0.53,0.15,0.7,0.1,0.43,0.53,0.36,0.24,0.31,0.3
NA,"URN:NBN:no-nb_digavis_stavangeraftenblad_null_null_20221112_130_0_1","stavangeraftenblad","Stavanger","20221112","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22:40 Bergmans demoner 23:00 Kveldsnytt 23:20 Vingårdens ville",2022-11-12,0.63,0.6,0.74,0.68,0.72,0.56,0.39,0.53,0.39,0.29,0.4,0.62,0.23,0.74,0.59,0.72,0.91,0.63,0.42,0.63,0.82,0.58,0.35,0.83,0.11,0.27,0.7,0.85,0.58,0.75,0.74,0.73,0.81,0.13,0.16,0.65,0.52,0.5,0.26,0.19,0.47,0.24,0.31,0.64,0.71,0.55,0.47,0.63,0.55,0.6,0.8,0.75,0.26,0.73,0.49,0.51,0.53,0.15,0.7,0.1,0.43,0.53,0.36,0.24,0.31,0.3
NA,"URN:NBN:no-nb_digavis_bergenstidende_null_null_20221113_155_308_1","bergenstidende","Bergen","20221113","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22:40 Bergmans demoner 23:00 Kveldsnytt 23:20 Vingårdens ville",2022-11-13,0.63,0.6,0.74,0.68,0.72,0.56,0.39,0.53,0.39,0.29,0.4,0.62,0.23,0.74,0.59,0.72,0.91,0.63,0.42,0.63,0.82,0.58,0.35,0.83,0.11,0.27,0.7,0.85,0.58,0.75,0.74,0.73,0.81,0.13,0.16,0.65,0.52,0.5,0.26,0.19,0.47,0.24,0.31,0.64,0.71,0.55,0.47,0.63,0.55,0.6,0.8,0.75,0.26,0.73,0.49,0.51,0.53,0.15,0.7,0.1,0.43,0.53,0.36,0.24,0.31,0.3
NA,"URN:NBN:no-nb_digavis_aftenposten_null_null_20221113_163_266_1","aftenposten","Oslo","20221113","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22:40 Bergmans demoner 23:00 Kveldsnytt 23:20 Vingårdens ville",2022-11-13,0.63,0.6,0.74,0.68,0.72,0.56,0.39,0.53,0.39,0.29,0.4,0.62,0.23,0.74,0.59,0.72,0.91,0.63,0.42,0.63,0.82,0.58,0.35,0.83,0.11,0.27,0.7,0.85,0.58,0.75,0.74,0.73,0.81,0.13,0.16,0.65,0.52,0.5,0.26,0.19,0.47,0.24,0.31,0.64,0.71,0.55,0.47,0.63,0.55,0.6,0.8,0.75,0.26,0.73,0.49,0.51,0.53,0.15,0.7,0.1,0.43,0.53,0.36,0.24,0.31,0.3
NA,"URN:NBN:no-nb_digavis_dagsavisen_null_null_20221112_137_264_1","dagsavisen","Oslo","20221112","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22:40 Bergmans demoner 23:00 Kveldsnytt 23:20 Vingårdens ville",2022-11-12,0.63,0.6,0.74,0.68,0.72,0.56,0.39,0.53,0.39,0.29,0.4,0.62,0.23,0.74,0.59,0.72,0.91,0.63,0.42,0.63,0.82,0.58,0.35,0.83,0.11,0.27,0.7,0.85,0.58,0.75,0.74,0.73,0.81,0.13,0.16,0.65,0.52,0.5,0.26,0.19,0.47,0.24,0.31,0.64,0.71,0.55,0.47,0.63,0.55,0.6,0.8,0.75,0.26,0.73,0.49,0.51,0.53,0.15,0.7,0.1,0.43,0.53,0.36,0.24,0.31,0.3
NA,"URN:NBN:no-nb_digavis_bergenstidende_null_null_20221112_155_307_1","bergenstidende","Bergen","20221112","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22:40 Bergmans demoner 23:00 Kveldsnytt 23:20 Vingårdens ville",2022-11-12,0.63,0.6,0.74,0.68,0.72,0.56,0.39,0.53,0.39,0.29,0.4,0.62,0.23,0.74,0.59,0.72,0.91,0.63,0.42,0.63,0.82,0.58,0.35,0.83,0.11,0.27,0.7,0.85,0.58,0.75,0.74,0.73,0.81,0.13,0.16,0.65,0.52,0.5,0.26,0.19,0.47,0.24,0.31,0.64,0.71,0.55,0.47,0.63,0.55,0.6,0.8,0.75,0.26,0.73,0.49,0.51,0.53,0.15,0.7,0.1,0.43,0.53,0.36,0.24,0.31,0.3
NA,"URN:NBN:no-nb_digavis_verdensgang_null_null_20221113_0_308_1","verdensgang","Oslo","20221113","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22:40 Bergmans demoner 23:00 Kveldsnytt 23:20 Vingårdens ville",2022-11-13,0.63,0.6,0.74,0.68,0.72,0.56,0.39,0.53,0.39,0.29,0.4,0.62,0.23,0.74,0.59,0.72,0.91,0.63,0.42,0.63,0.82,0.58,0.35,0.83,0.11,0.27,0.7,0.85,0.58,0.75,0.74,0.73,0.81,0.13,0.16,0.65,0.52,0.5,0.26,0.19,0.47,0.24,0.31,0.64,0.71,0.55,0.47,0.63,0.55,0.6,0.8,0.75,0.26,0.73,0.49,0.51,0.53,0.15,0.7,0.1,0.43,0.53,0.36,0.24,0.31,0.3
NA,"URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20221112_148_264_1","faedrelandsvennen","Kristiansand","20221112","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22:40 Bergmans demoner 23:00 Kveldsnytt 23:20 Vingårdens ville",2022-11-12,0.63,0.6,0.74,0.68,0.72,0.56,0.39,0.53,0.39,0.29,0.4,0.62,0.23,0.74,0.59,0.72,0.91,0.63,0.42,0.63,0.82,0.58,0.35,0.83,0.11,0.27,0.7,0.85,0.58,0.75,0.74,0.73,0.81,0.13,0.16,0.65,0.52,0.5,0.26,0.19,0.47,0.24,0.31,0.64,0.71,0.55,0.47,0.63,0.55,0.6,0.8,0.75,0.26,0.73,0.49,0.51,0.53,0.15,0.7,0.1,0.43,0.53,0.36,0.24,0.31,0.3
NA,"URN:NBN:no-nb_digavis_tvedestrandsposten_null_null_20221112_150_132_1","tvedestrandsposten","Tvedestrand","20221112","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.35 Katedralbyggerne (r) Norsk dokumentar fra 2019. 23.00",2022-11-12,0.63,0.66,0.77,0.81,0.7,0.67,0.43,0.54,0.48,0.26,0.47,0.54,0.26,0.9,0.53,0.77,0.9,0.78,0.43,0.53,0.82,0.3,0.68,0.83,0.39,0.32,0.8,0.91,0.63,0.86,0.85,0.82,0.88,0.19,0.23,0.87,0.7,0.66,0.29,0.29,0.48,0.63,0.53,0.66,0.71,0.63,0.63,0.69,0.75,0.8,0.87,0.89,0.27,0.87,0.56,0.44,0.6,0.24,0.85,0.17,0.51,0.65,0.47,0.26,0.34,0.43
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20221111_54_132_1","altaposten","Alta","20221111","2022","Niillas Somby ble Norges mest ettersøkte terrorist etter Alta-aksjonen. 22.35 Katedralbyggerne (r) Norsk dokumentar fra 2019. 23.00",2022-11-11,0.63,0.66,0.77,0.81,0.7,0.67,0.43,0.54,0.48,0.26,0.47,0.54,0.26,0.9,0.53,0.77,0.9,0.78,0.43,0.53,0.82,0.3,0.68,0.83,0.39,0.32,0.8,0.91,0.63,0.86,0.85,0.82,0.88,0.19,0.23,0.87,0.7,0.66,0.29,0.29,0.48,0.63,0.53,0.66,0.71,0.63,0.63,0.69,0.75,0.8,0.87,0.89,0.27,0.87,0.56,0.44,0.6,0.24,0.85,0.17,0.51,0.65,0.47,0.26,0.34,0.43
