"dhlabid","urn","title","city","timestamp","year","conc","date","samesaken","Alta.samfunnet.er.i.mot.utbygging","protestbevegelse","at.et.møte.blir.arrangert","tv.program","produksjon.av.film","partipolitikk","kommunestyret","domstoler","regjeringen","myndigheter","demonstranter","politiet","saksbehandling.og.juridiske.prosesser","bygging.av.vei.og.anleggsvirksomhet","undersøkelser.og.utredning","arrestasjoner.og.bruk.av.tvangsmidler","økonomisk.og.næringsmessig.nytte","må.ha.kraft.og.strøm","konflikt.mellom.samer.og.nordmenn","rettigheter.til.land.og.ressurser","natur.og.miljø","vern.av.vassdrag","trussel.mot.samisk.kultur.og.næring","trussel.mot.laksefiske","Alta.kautokeinovassdraget.bør.bygges.ut","samiske.særrettigheter","utsatt.og.usikkerhet","unødvendig","splittelse.og.uenighet","vanskelig.å.snakke.om","urettferdig","opprivende","forsoning","samhold.og.enighet","handlekraft.og.beslutninger","tydelig.og.bestemtrettsak","leiren.i.Stilla","sultestreik","politiaksjonen","stortingets.vedtak","opprettelsen.av.Sametinget","Finnmarksloven","udemokratiske.protester","sivil.ulydighet","demonstrantene.opptrer.dårlig","ikke.voldelige","mediedekning","historisk.betydning","kunst.og.kultur","husker.eller.minnes","feilinformasjon","Konstruktiv.sivil.ulydighet","Manglende.utredning.om.konsekvenser","skeptisk.kraftprognose.motstand","meningsløs.kraftutbygging","Skeptisk.til.ulydighet","lov.og.orden","overdrevet.maktbruk.av.myndigheter.og.politi","fredelige.demonstranter","tydelig.og.bestemt","rettsak","arbeiderpartiet","gasskraftverk","neddemming.av.Masi","Kraftlinjer"
NA,"URN:NBN:no-nb_digavis_sagat_null_null_20190305_63_44_1","sagat","Lakselv","20190305","2019","internasjonale dokumentarfilmfestival i Oslo ble det trukket linjer fra Alta-aksjonen og frem til i dag: Hva var målet til aktivistene",2019-03-05,0.04,0.12,0.59,0.16,0.04,0.28,0.02,0.02,0.02,0,0.02,0.52,0,0.06,0.06,0.18,0.27,0.02,0.06,0.07,0.13,0.04,0.08,0.12,0.02,0.03,0.07,0.35,0.09,0.18,0.3,0.14,0.43,0.01,0.01,0.23,0.1,0.31,0.02,0.01,0.01,0.01,0.02,0.06,0.24,0.03,0.02,0.03,0.85,0.15,0.57,0.2,0.04,0.1,0.07,0.05,0.13,0.01,0.07,0.01,0.09,0.04,0.04,0.01,0.06,0.19
NA,"URN:NBN:no-nb_digavis_stavangeraftenblad_null_null_20191015_127_0_1","stavangeraftenblad","Stavanger","20191015","2019","Island utvidet fiskerigrensen fra 50 til 200 mil. y 1979 Alta-aksjonen; APregjeringen lovet å utsette utbyggingen av Altavassdraget.",2019-10-15,0.44,0.9,0.93,0.53,0.26,0.17,0.87,0.38,0.25,0.85,0.88,0.9,0.16,0.75,0.31,0.58,0.91,0.58,0.73,0.8,0.88,0.79,0.47,0.84,0.39,0.74,0.71,0.83,0.61,0.84,0.48,0.67,0.9,0.05,0.08,0.74,0.52,0.51,0.17,0.16,0.55,0.13,0.15,0.65,0.7,0.39,0.28,0.43,0.6,0.15,0.62,0.7,0.42,0.5,0.6,0.63,0.44,0.26,0.66,0.04,0.3,0.55,0.95,0.11,0.12,0.24
NA,"URN:NBN:no-nb_digavis_friheten_null_null_20190718_79_0_1","friheten","Oslo","20190718","2019","januar 1981 ble vi servert middag og vin på vei til Alta-aksjonen. Dog var resten av veien en sann plage med to-døgns",2019-07-18,0.17,0.66,0.86,0.53,0.36,0.14,0.24,0.08,0.17,0.12,0.47,0.78,0.12,0.58,0.43,0.31,0.74,0.18,0.28,0.49,0.65,0.35,0.51,0.69,0.16,0.29,0.55,0.63,0.54,0.56,0.57,0.61,0.86,0.03,0.02,0.45,0.31,0.69,0.2,0.1,0.17,0.16,0.14,0.46,0.68,0.35,0.17,0.28,0.38,0.13,0.7,0.66,0.13,0.41,0.34,0.5,0.48,0.06,0.64,0.02,0.18,0.56,0.26,0.04,0.32,0.15
NA,"URN:NBN:no-nb_digavis_vesteraalen_null_null_20190223_99_38_1","vesteraalen","Sortland","20190223","2019","jeg har «krympa» Alta-saka til å omhandle laksefiske. Det er ingen uenighet om at Alta-saka omhandla meier enn",2019-02-23,0.12,0.13,0.21,0.31,0.14,0.04,0.2,0.12,0.17,0.09,0.22,0.14,0.02,0.48,0.03,0.27,0.27,0.66,0.05,0.26,0.69,0.27,0.31,0.49,0.79,0.06,0.25,0.53,0.24,0.57,0.45,0.4,0.24,0.13,0.18,0.5,0.18,0.12,0.03,0.04,0.21,0.07,0.14,0.07,0.13,0.09,0.13,0.33,0.46,0.07,0.37,0.86,0.16,0.48,0.16,0.09,0.27,0.06,0.25,0.04,0.21,0.3,0.1,0.01,0.09,0.02
NA,"URN:NBN:no-nb_digavis_aftenposten_null_null_20190802_160_205_1","aftenposten","Oslo","20190802","2019","jeg kjøper noe. Guris aktivist-foreldre lenket seg fast under Alta-aksjonen i 1979. Den gang var de begge biologistudenter. Senere",2019-08-02,0.43,0.62,0.89,0.34,0.17,0.24,0.26,0.12,0.18,0.1,0.34,0.89,0.12,0.53,0.26,0.52,0.95,0.58,0.34,0.58,0.57,0.72,0.59,0.77,0.38,0.44,0.57,0.54,0.36,0.54,0.5,0.68,0.85,0.06,0.08,0.61,0.52,0.82,0.34,0.13,0.19,0.24,0.22,0.58,0.76,0.43,0.03,0.24,0.49,0.09,0.8,0.6,0.44,0.48,0.44,0.48,0.23,0.12,0.61,0.01,0.32,0.45,0.25,0.16,0.39,0.25
NA,"URN:NBN:no-nb_digavis_stavangeraftenblad_null_null_20190802_127_0_1","stavangeraftenblad","Stavanger","20190802","2019","jeg kjøper noe. Guris aktivist-foreldre lenket seg fast under Alta-aksjonen i 1979. Den gang var de begge biologistudenter. Senere",2019-08-02,0.43,0.62,0.89,0.34,0.17,0.24,0.26,0.12,0.18,0.1,0.34,0.89,0.12,0.53,0.26,0.52,0.95,0.58,0.34,0.58,0.57,0.72,0.59,0.77,0.38,0.44,0.57,0.54,0.36,0.54,0.5,0.68,0.85,0.06,0.08,0.61,0.52,0.82,0.34,0.13,0.19,0.24,0.22,0.58,0.76,0.43,0.03,0.24,0.49,0.09,0.8,0.6,0.44,0.48,0.44,0.48,0.23,0.12,0.61,0.01,0.32,0.45,0.25,0.16,0.39,0.25
NA,"URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20190802_145_176_1","faedrelandsvennen","Kristiansand","20190802","2019","jeg kjøper noe. Guris aktivist-foreldre lenket seg fast under Alta-aksjonen i 1979. Den gang var de begge biologistudenter. Senere",2019-08-02,0.43,0.62,0.89,0.34,0.17,0.24,0.26,0.12,0.18,0.1,0.34,0.89,0.12,0.53,0.26,0.52,0.95,0.58,0.34,0.58,0.57,0.72,0.59,0.77,0.38,0.44,0.57,0.54,0.36,0.54,0.5,0.68,0.85,0.06,0.08,0.61,0.52,0.82,0.34,0.13,0.19,0.24,0.22,0.58,0.76,0.43,0.03,0.24,0.49,0.09,0.8,0.6,0.44,0.48,0.44,0.48,0.23,0.12,0.61,0.01,0.32,0.45,0.25,0.16,0.39,0.25
NA,"URN:NBN:no-nb_digavis_stavangeraftenblad_null_null_20190727_127_0_1","stavangeraftenblad","Stavanger","20190727","2019","jeg også. Jeg var jo veldig engasjert mot utbyggingen av Alta-Kautokeino vassdraget på slutten av 70-tallet. Ikke mye slamring",2019-07-27,0.64,0.84,0.72,0.48,0.48,0.29,0.48,0.22,0.24,0.14,0.43,0.52,0.13,0.63,0.3,0.54,0.63,0.35,0.34,0.63,0.65,0.48,0.13,0.72,0.38,0.5,0.62,0.41,0.48,0.48,0.6,0.46,0.19,0.06,0.13,0.34,0.41,0.29,0.25,0.1,0.3,0.15,0.16,0.28,0.51,0.32,0.77,0.39,0.58,0.17,0.9,0.51,0.19,0.51,0.64,0.59,0.52,0.18,0.3,0.34,0.43,0.54,0.55,0.11,0.22,0.18
NA,"URN:NBN:no-nb_digavis_ranablad_null_null_20190222_117_31_1","ranablad","Mo i Rana","20190222","2019","jeg tror ikke det. Vi må huske på at under Alta-saken var det bygda Masi som sloss mot et vedtak fra",2019-02-22,0.41,0.93,0.87,0.4,0.22,0.27,0.47,0.23,0.23,0.08,0.56,0.7,0.1,0.74,0.33,0.56,0.79,0.25,0.12,0.84,0.7,0.33,0.66,0.8,0.13,0.51,0.66,0.73,0.52,0.88,0.73,0.7,0.8,0.04,0.01,0.39,0.31,0.55,0.31,0.08,0.24,0.12,0.14,0.58,0.56,0.43,0.11,0.4,0.55,0.09,0.78,0.68,0.35,0.63,0.43,0.37,0.57,0.24,0.57,0.01,0.21,0.54,0.29,0.03,0.52,0.12
NA,"URN:NBN:no-nb_digavis_stavangeraftenblad_null_null_20190727_127_0_1","stavangeraftenblad","Stavanger","20190727","2019","Jeg var jo veldig engasjert mot utbyggingen av Alta-Kautokeino vassdraget på slutten av 70-tallet. Ikke mye slamring med dører",2019-07-27,0.63,0.84,0.75,0.46,0.45,0.26,0.46,0.19,0.3,0.16,0.45,0.47,0.16,0.53,0.22,0.46,0.54,0.28,0.33,0.59,0.67,0.39,0.16,0.65,0.19,0.36,0.53,0.48,0.55,0.47,0.71,0.49,0.4,0.07,0.11,0.35,0.5,0.2,0.19,0.11,0.3,0.12,0.17,0.26,0.44,0.29,0.9,0.38,0.52,0.15,0.91,0.49,0.18,0.43,0.67,0.64,0.55,0.37,0.26,0.57,0.47,0.5,0.55,0.09,0.19,0.14
NA,"URN:NBN:no-nb_digavis_stavangeraftenblad_null_null_20190917_127_0_1","stavangeraftenblad","Stavanger","20190917","2019","Jimmy Carter. y 1979 Politiet bøtla og arresterte 80 demonstranter i Stilla i Alta. y 1980 I Paris ble «Les Miserables»",2019-09-17,0.51,0.49,0.83,0.54,0.5,0.55,0.45,0.16,0.5,0.38,0.55,0.86,0.7,0.78,0.25,0.63,0.98,0.41,0.16,0.57,0.26,0.28,0.45,0.61,0.2,0.26,0.53,0.7,0.5,0.74,0.62,0.77,0.81,0.07,0.02,0.65,0.3,0.34,0.35,0.76,0.1,0.14,0.29,0.65,0.7,0.89,0.14,0.4,0.44,0.25,0.63,0.45,0.16,0.37,0.32,0.49,0.47,0.58,0.69,0.06,0.21,0.65,0.28,0.16,0.36,0.2
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20190417_51_46_1","altaposten","Alta","20190417","2019","Joatka ut av planene, stod vedtaket om å bygge ut Alta-Kautokeinovassdraget, med en neddemming av Virdnejavri fast. I 1987",2019-04-17,0.42,0.48,0.65,0.51,0.33,0.33,0.36,0.48,0.34,0.42,0.72,0.39,0.14,0.72,0.25,0.54,0.69,0.37,0.7,0.49,0.82,0.55,0.07,0.83,0.29,0.61,0.67,0.59,0.61,0.73,0.54,0.75,0.7,0.04,0.14,0.8,0.81,0.51,0.22,0.12,0.76,0.09,0.26,0.35,0.51,0.4,0.27,0.25,0.43,0.2,0.68,0.71,0.24,0.77,0.53,0.64,0.49,0.17,0.58,0.01,0.74,0.52,0.46,0.11,0.07,0.2
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20191202_51_139_1","altaposten","Alta","20191202","2019","journalist Hanne Larsen. Du får også kjøpt boken hos –Altasaken har fulgt meg siden jeg var ei lita jente. 11 ANNONSER",2019-12-02,0.19,0.56,0.76,0.67,0.31,0.17,0.61,0.51,0.55,0.13,0.61,0.7,0.33,0.82,0.61,0.72,0.81,0.67,0.36,0.64,0.64,0.5,0.64,0.68,0.59,0.6,0.75,0.84,0.5,0.77,0.65,0.76,0.92,0.27,0.38,0.8,0.64,0.73,0.19,0.5,0.46,0.62,0.69,0.49,0.58,0.43,0.51,0.83,0.67,0.49,0.82,0.69,0.35,0.7,0.47,0.47,0.58,0.43,0.67,0.15,0.57,0.69,0.26,0.09,0.42,0.23
NA,"URN:NBN:no-nb_digavis_klassekampen_null_null_20190608_51_130_1","klassekampen","Oslo","20190608","2019","juni 2019 «Det som skjedde med lokal samfunnet under Alta-saken, skjer også her» DOKUMENT Nordkappløpet ➦ rende politikerne",2019-06-08,0.07,0.57,0.49,0.69,0.12,0.24,0.71,0.54,0.06,0.18,0.81,0.18,0.02,0.61,0.14,0.5,0.76,0.2,0.09,0.37,0.36,0.02,0.08,0.63,0.05,0.27,0.24,0.76,0.32,0.82,0.55,0.71,0.9,0.16,0.05,0.65,0.33,0.18,0.11,0.07,0.11,0.09,0.05,0.53,0.24,0.28,0.06,0.2,0.87,0.02,0.62,0.54,0.13,0.55,0.13,0.18,0.3,0.23,0.68,0.01,0.21,0.23,0.23,0.02,0.11,0.02
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20190510_51_53_1","altaposten","Alta","20190510","2019","Juni samme år avviser Stortinget et forslag om å ta Alta-utbyggingen opp til ny behandling. I september 1979 stopper folkeaksjonens",2019-05-10,0.38,0.81,0.92,0.62,0.26,0.41,0.48,0.17,0.29,0.36,0.75,0.78,0.14,0.86,0.61,0.66,0.81,0.66,0.41,0.58,0.77,0.53,0.4,0.67,0.17,0.85,0.77,0.83,0.63,0.89,0.62,0.67,0.8,0.36,0.15,0.83,0.48,0.45,0.22,0.1,0.88,0.25,0.21,0.57,0.68,0.52,0.53,0.42,0.64,0.28,0.78,0.66,0.41,0.61,0.63,0.63,0.55,0.53,0.58,0.14,0.35,0.49,0.49,0.09,0.17,0.26
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20190417_51_46_1","altaposten","Alta","20190417","2019","Juni samme år avviser Stortinget et forslag om å ta Alta-utbyggingen opp til ny behandling. I september 1979 stopper folkeaksjonens",2019-04-17,0.38,0.81,0.92,0.62,0.26,0.41,0.48,0.17,0.29,0.36,0.75,0.78,0.14,0.86,0.61,0.66,0.81,0.66,0.41,0.58,0.77,0.53,0.4,0.67,0.17,0.85,0.77,0.83,0.63,0.89,0.62,0.67,0.8,0.36,0.15,0.83,0.48,0.45,0.22,0.1,0.88,0.25,0.21,0.57,0.68,0.52,0.53,0.42,0.64,0.28,0.78,0.66,0.41,0.61,0.63,0.63,0.55,0.53,0.58,0.14,0.35,0.49,0.49,0.09,0.17,0.26
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20190201_51_14_1","altaposten","Alta","20190201","2019","Juni samme år avviser Stortinget et forslag om å ta Alta-utbyggingen opp til ny behandling. I september 1979 stopper folkeaksjonens",2019-02-01,0.38,0.81,0.92,0.62,0.26,0.41,0.48,0.17,0.29,0.36,0.75,0.78,0.14,0.86,0.61,0.66,0.81,0.66,0.41,0.58,0.77,0.53,0.4,0.67,0.17,0.85,0.77,0.83,0.63,0.89,0.62,0.67,0.8,0.36,0.15,0.83,0.48,0.45,0.22,0.1,0.88,0.25,0.21,0.57,0.68,0.52,0.53,0.42,0.64,0.28,0.78,0.66,0.41,0.61,0.63,0.63,0.55,0.53,0.58,0.14,0.35,0.49,0.49,0.09,0.17,0.26
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20190322_51_35_1","altaposten","Alta","20190322","2019","Juni samme år avviser Stortinget et forslag om å ta Alta-utbyggingen opp til ny behandling. Iseptember 1979 stopper folkeaksjonens",2019-03-22,0.35,0.77,0.92,0.6,0.29,0.3,0.51,0.15,0.28,0.37,0.73,0.82,0.13,0.85,0.54,0.66,0.81,0.59,0.39,0.6,0.76,0.53,0.42,0.67,0.18,0.84,0.77,0.81,0.61,0.89,0.61,0.67,0.78,0.35,0.15,0.83,0.48,0.45,0.22,0.11,0.9,0.25,0.2,0.61,0.7,0.54,0.51,0.38,0.68,0.26,0.76,0.68,0.42,0.62,0.64,0.68,0.56,0.5,0.58,0.13,0.39,0.5,0.5,0.1,0.19,0.23
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20190125_51_11_1","altaposten","Alta","20190125","2019","Juni samme år avviser Stortinget et forslag om å ta Alta-utbyggingen opp til ny behandling. Iseptember 1979 stopper folkeaksjonens",2019-01-25,0.35,0.77,0.92,0.6,0.29,0.3,0.51,0.15,0.28,0.37,0.73,0.82,0.13,0.85,0.54,0.66,0.81,0.59,0.39,0.6,0.76,0.53,0.42,0.67,0.18,0.84,0.77,0.81,0.61,0.89,0.61,0.67,0.78,0.35,0.15,0.83,0.48,0.45,0.22,0.11,0.9,0.25,0.2,0.61,0.7,0.54,0.51,0.38,0.68,0.26,0.76,0.68,0.42,0.62,0.64,0.68,0.56,0.5,0.58,0.13,0.39,0.5,0.5,0.1,0.19,0.23
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20190215_51_20_1","altaposten","Alta","20190215","2019","Juni samme år avviser Stortinget et forslag om å ta Alta-utbyggingen opp til ny behandling. Iseptember 1979 stopper folkeaksjonens",2019-02-15,0.35,0.77,0.92,0.6,0.29,0.3,0.51,0.15,0.28,0.37,0.73,0.82,0.13,0.85,0.54,0.66,0.81,0.59,0.39,0.6,0.76,0.53,0.42,0.67,0.18,0.84,0.77,0.81,0.61,0.89,0.61,0.67,0.78,0.35,0.15,0.83,0.48,0.45,0.22,0.11,0.9,0.25,0.2,0.61,0.7,0.54,0.51,0.38,0.68,0.26,0.76,0.68,0.42,0.62,0.64,0.68,0.56,0.5,0.58,0.13,0.39,0.5,0.5,0.1,0.19,0.23
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20190208_51_17_1","altaposten","Alta","20190208","2019","Juni samme år avviser Stortinget et forslag om å ta Alta-utbyggingen opp til ny behandling. Iseptember 1979 stopper folkeaksjonens",2019-02-08,0.35,0.77,0.92,0.6,0.29,0.3,0.51,0.15,0.28,0.37,0.73,0.82,0.13,0.85,0.54,0.66,0.81,0.59,0.39,0.6,0.76,0.53,0.42,0.67,0.18,0.84,0.77,0.81,0.61,0.89,0.61,0.67,0.78,0.35,0.15,0.83,0.48,0.45,0.22,0.11,0.9,0.25,0.2,0.61,0.7,0.54,0.51,0.38,0.68,0.26,0.76,0.68,0.42,0.62,0.64,0.68,0.56,0.5,0.58,0.13,0.39,0.5,0.5,0.1,0.19,0.23
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20190118_51_8_1","altaposten","Alta","20190118","2019","Juni samme år avviser Stortinget et forslag om å ta Alta-utbyggingen opp til ny behandling. Iseptember 1979 stopper folkeaksjonens",2019-01-18,0.35,0.77,0.92,0.6,0.29,0.3,0.51,0.15,0.28,0.37,0.73,0.82,0.13,0.85,0.54,0.66,0.81,0.59,0.39,0.6,0.76,0.53,0.42,0.67,0.18,0.84,0.77,0.81,0.61,0.89,0.61,0.67,0.78,0.35,0.15,0.83,0.48,0.45,0.22,0.11,0.9,0.25,0.2,0.61,0.7,0.54,0.51,0.38,0.68,0.26,0.76,0.68,0.42,0.62,0.64,0.68,0.56,0.5,0.58,0.13,0.39,0.5,0.5,0.1,0.19,0.23
NA,"URN:NBN:no-nb_digavis_vesteraalen_null_null_20190219_99_34_1","vesteraalen","Sortland","20190219","2019","kan -det være grunn til minne om en lærdom fra Alta-utbygginga. «La elva leve» var hovedslagordet til de mange som",2019-02-19,0.08,0.43,0.46,0.1,0.04,0.03,0.06,0.03,0.03,0.01,0.09,0.27,0.01,0.08,0.02,0.24,0.1,0.11,0.24,0.12,0.25,0.69,0.87,0.18,0.31,0.26,0.16,0.21,0.14,0.1,0.28,0.2,0.28,0.09,0.07,0.38,0.25,0.31,0.02,0.01,0.13,0.01,0.02,0.03,0.17,0.07,0.09,0.06,0.55,0.01,0.64,0.19,0.11,0.49,0.36,0.15,0.33,0.01,0.04,0.01,0.18,0.07,0.1,0.01,0.07,0.03
NA,"URN:NBN:no-nb_digavis_nordlys_null_null_20190219_0_0_1","nordlys","Tromsø","20190219","2019","kan det være grunn til minne om en lærdom fra Alta-utbygginga. «La elva leve» var hovedslagordet til de mange som",2019-02-19,0.08,0.48,0.45,0.1,0.04,0.02,0.06,0.03,0.03,0.01,0.08,0.27,0.01,0.09,0.03,0.24,0.11,0.1,0.28,0.12,0.31,0.69,0.89,0.22,0.29,0.26,0.19,0.22,0.16,0.12,0.3,0.22,0.31,0.09,0.07,0.37,0.25,0.31,0.02,0.01,0.15,0.01,0.02,0.03,0.15,0.08,0.1,0.06,0.59,0.01,0.65,0.21,0.1,0.5,0.37,0.16,0.32,0.01,0.04,0.01,0.17,0.08,0.12,0.01,0.08,0.04
NA,"URN:NBN:no-nb_digavis_klassekampen_null_null_20190219_51_42_1","klassekampen","Oslo","20190219","2019","kan detvære grunn til å minne om en lærdom fra Alta-utbygginga. «La elva leve» var hovedslagordet til de mange som den",2019-02-19,0.08,0.28,0.43,0.1,0.05,0.03,0.08,0.04,0.03,0.02,0.11,0.26,0.01,0.11,0.03,0.24,0.17,0.13,0.32,0.12,0.26,0.64,0.87,0.19,0.28,0.29,0.14,0.29,0.15,0.1,0.3,0.23,0.27,0.11,0.09,0.39,0.26,0.31,0.02,0.02,0.14,0.01,0.02,0.04,0.2,0.09,0.15,0.08,0.51,0.01,0.54,0.29,0.12,0.52,0.32,0.15,0.38,0.01,0.05,0.01,0.22,0.09,0.09,0.01,0.07,0.03
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20190208_51_17_1","altaposten","Alta","20190208","2019","Karlsen og Svein Tore Nilsen forteller om sine roller under Alta-aksjonen. NESTE UKE: Somby, før han mildt legger til: – Men",2019-02-08,0.25,0.66,0.78,0.32,0.29,0.26,0.27,0.03,0.13,0.04,0.48,0.72,0.19,0.3,0.25,0.5,0.64,0.23,0.08,0.46,0.48,0.16,0.18,0.55,0.04,0.15,0.41,0.54,0.46,0.44,0.53,0.57,0.72,0.09,0.1,0.54,0.22,0.45,0.06,0.05,0.11,0.04,0.09,0.36,0.62,0.38,0.31,0.22,0.53,0.1,0.62,0.48,0.29,0.41,0.19,0.29,0.41,0.12,0.52,0.02,0.2,0.23,0.16,0.03,0.15,0.09
NA,"URN:NBN:no-nb_digavis_kronstadposten_null_null_20191122_10_45_1","kronstadposten","Alta","20191122","2019","kartet i forbindelse med demonstrasjonene mot utbyggingen av Alta/Kautokeino-vassdraget. Gjennom sin jobb som avistegner i Verdens Gang besøkte",2019-11-22,0.53,0.97,0.97,0.48,0.14,0.11,0.21,0.15,0.18,0.1,0.4,0.98,0.15,0.5,0.17,0.45,0.85,0.49,0.3,0.52,0.55,0.41,0.21,0.75,0.15,0.17,0.64,0.64,0.39,0.7,0.59,0.65,0.9,0.06,0.03,0.53,0.58,0.56,0.16,0.14,0.16,0.15,0.17,0.6,0.71,0.41,0.13,0.57,0.66,0.34,0.75,0.59,0.26,0.55,0.61,0.68,0.5,0.14,0.58,0.02,0.26,0.21,0.19,0.09,0.14,0.23
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20190315_51_32_1","altaposten","Alta","20190315","2019","kilometer fra veien, sier Marit Anti-Sara. Økt forskning Siden Alta-saken har forskningen kommet reindriftsnæringa til gode. Rapporten «Inngrep",2019-03-15,0.53,0.45,0.15,0.35,0.13,0.12,0.15,0.07,0.12,0.06,0.15,0.17,0.03,0.4,0.71,0.8,0.58,0.63,0.12,0.23,0.66,0.34,0.08,0.79,0.06,0.29,0.63,0.51,0.45,0.22,0.49,0.39,0.55,0.06,0.12,0.26,0.35,0.34,0.11,0.11,0.17,0.15,0.23,0.11,0.12,0.13,0.19,0.14,0.27,0.09,0.4,0.31,0.16,0.15,0.2,0.22,0.27,0.05,0.4,0.02,0.32,0.18,0.09,0.08,0.3,0.19
NA,"URN:NBN:no-nb_digavis_klassekampen_null_null_20191116_51_267_1","klassekampen","Oslo","20191116","2019","kirketårnet ville LENKET SEG: Fra demonstrasjonen mot utbyggingen av Alta-Kautokeinovssdraget i 1979. I forgrunnen; Svein Suhr, en av lederne",2019-11-16,0.36,0.95,0.93,0.51,0.12,0.16,0.25,0.09,0.17,0.04,0.31,0.94,0.08,0.35,0.14,0.38,0.92,0.25,0.32,0.42,0.51,0.28,0.49,0.63,0.05,0.2,0.48,0.58,0.33,0.47,0.5,0.54,0.82,0.05,0.17,0.64,0.62,0.34,0.1,0.06,0.12,0.08,0.11,0.32,0.45,0.28,0.1,0.17,0.56,0.25,0.7,0.5,0.26,0.4,0.5,0.43,0.3,0.17,0.42,0.02,0.35,0.21,0.28,0.05,0.1,0.18
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20190301_51_26_1","altaposten","Alta","20190301","2019","kjenner til Alta-saken. – Når jeg er ute og reiser merker jeg det. Det er ikke tvil om at Alta-saken har satt",2019-03-01,0.27,0.8,0.9,0.62,0.38,0.48,0.63,0.63,0.67,0.38,0.77,0.85,0.3,0.92,0.82,0.79,0.9,0.78,0.86,0.92,0.91,0.72,0.89,0.93,0.84,0.84,0.81,0.94,0.69,0.91,0.8,0.87,0.97,0.13,0.07,0.76,0.83,0.91,0.47,0.69,0.67,0.55,0.53,0.76,0.77,0.76,0.19,0.76,0.95,0.21,0.92,0.7,0.17,0.83,0.74,0.85,0.7,0.55,0.91,0.02,0.62,0.93,0.57,0.11,0.87,0.51
NA,"URN:NBN:no-nb_digavis_altaposten_null_null_20190222_51_23_1","altaposten","Alta","20190222","2019","Kjepper i hjulene Mens Alta Arbeiderparti gikk imot utbygginga av Alta-Kautokeino-vassdraget, var fylkespartiet for. Dette var slettes ikke",2019-02-22,0.28,0.47,0.58,0.45,0.13,0.1,0.61,0.26,0.22,0.25,0.58,0.38,0.09,0.46,0.17,0.26,0.34,0.13,0.28,0.47,0.35,0.17,0.24,0.29,0.09,0.57,0.4,0.58,0.61,0.67,0.57,0.56,0.48,0.11,0.03,0.21,0.2,0.15,0.1,0.14,0.32,0.17,0.18,0.35,0.3,0.46,0.42,0.27,0.26,0.06,0.45,0.93,0.2,0.3,0.32,0.39,0.48,0.21,0.35,0.04,0.17,0.25,0.42,0.15,0.09,0.16
NA,"URN:NBN:no-nb_digavis_bergenstidende_null_null_20190802_152_205_1","bergenstidende","Bergen","20190802","2019","kjøper noe. Guris aktivist-foreldre lenket seg fast under Alta-aksjonen i 1979. Den gang var de begge biologistudenter.",2019-08-02,0.36,0.61,0.89,0.22,0.12,0.16,0.27,0.07,0.16,0.03,0.24,0.89,0.05,0.24,0.19,0.38,0.95,0.51,0.28,0.49,0.5,0.7,0.56,0.66,0.4,0.33,0.48,0.48,0.41,0.48,0.38,0.59,0.83,0.03,0.07,0.59,0.47,0.82,0.26,0.09,0.13,0.11,0.2,0.5,0.72,0.42,0.02,0.22,0.58,0.02,0.8,0.59,0.34,0.46,0.36,0.44,0.21,0.13,0.62,0.01,0.29,0.44,0.12,0.06,0.41,0.2
NA,"URN:NBN:no-nb_digavis_agderposten_null_null_20190413_146_88_1","agderposten","Arendal","20190413","2019","klassiske motsetningene som dem vi så i den opprivende Altakonflikten. Det er få som ønsker en gjentakelse av den striden.",2019-04-13,0.05,0.44,0.14,0.16,0.06,0.05,0.25,0.02,0.03,0.01,0.1,0.13,0.01,0.06,0.03,0.14,0.15,0.02,0.04,0.24,0.34,0.04,0.16,0.16,0.01,0.19,0.1,0.17,0.22,0.89,0.25,0.19,0.96,0.01,0,0.02,0.13,0.49,0.01,0.02,0.03,0.01,0.01,0.03,0.04,0.05,0.02,0.03,0.11,0.01,0.56,0.22,0.01,0.07,0.09,0.03,0.25,0.02,0.07,0,0.04,0.07,0.05,0.01,0.07,0.01
